filepath,label
data\lisa\train\green\dayClip7--01716.jpg,green
data\lisa\train\green\dayClip7--01717.jpg,green
data\lisa\train\green\dayClip7--01718.jpg,green
data\lisa\train\green\dayClip7--01719.jpg,green
data\lisa\train\green\dayClip7--01720.jpg,green
data\lisa\train\green\dayClip7--01721.jpg,green
data\lisa\train\green\dayClip7--01722.jpg,green
data\lisa\train\green\dayClip7--01723.jpg,green
data\lisa\train\green\dayClip7--01724.jpg,green
data\lisa\train\green\dayClip7--01725.jpg,green
data\lisa\train\green\dayClip7--01726.jpg,green
data\lisa\train\green\dayClip7--01727.jpg,green
data\lisa\train\green\dayClip7--01728.jpg,green
data\lisa\train\green\dayClip7--01729.jpg,green
data\lisa\train\green\dayClip7--01730.jpg,green
data\lisa\train\green\dayClip7--01731.jpg,green
data\lisa\train\green\dayClip7--01732.jpg,green
data\lisa\train\green\dayClip7--01733.jpg,green
data\lisa\train\green\dayClip7--01734.jpg,green
data\lisa\train\green\dayClip7--01735.jpg,green
data\lisa\train\green\dayClip7--01736.jpg,green
data\lisa\train\green\dayClip7--01737.jpg,green
data\lisa\train\green\dayClip7--01738.jpg,green
data\lisa\train\green\dayClip7--01739.jpg,green
data\lisa\train\green\dayClip7--01740.jpg,green
data\lisa\train\green\dayClip7--01741.jpg,green
data\lisa\train\green\dayClip7--01742.jpg,green
data\lisa\train\green\dayClip7--01744.jpg,green
data\lisa\train\green\dayClip7--01745.jpg,green
data\lisa\train\green\dayClip7--01746.jpg,green
data\lisa\train\green\dayClip7--01747.jpg,green
data\lisa\train\green\dayClip7--01748.jpg,green
data\lisa\train\green\dayClip7--01749.jpg,green
data\lisa\train\green\dayClip7--01750.jpg,green
data\lisa\train\green\dayClip7--01751.jpg,green
data\lisa\train\green\dayClip7--01752.jpg,green
data\lisa\train\green\dayClip7--01753.jpg,green
data\lisa\train\green\dayClip7--01754.jpg,green
data\lisa\train\green\dayClip7--01755.jpg,green
data\lisa\train\green\dayClip7--01756.jpg,green
data\lisa\train\green\dayClip7--01757.jpg,green
data\lisa\train\green\dayClip7--01758.jpg,green
data\lisa\train\green\dayClip7--01759.jpg,green
data\lisa\train\green\dayClip7--01760.jpg,green
data\lisa\train\green\dayClip7--01761.jpg,green
data\lisa\train\green\dayClip7--01762.jpg,green
data\lisa\train\green\dayClip7--01763.jpg,green
data\lisa\train\green\dayClip7--01764.jpg,green
data\lisa\train\green\dayClip7--01765.jpg,green
data\lisa\train\green\dayClip7--01766.jpg,green
data\lisa\train\green\dayClip7--01767.jpg,green
data\lisa\train\green\dayClip7--01768.jpg,green
data\lisa\train\green\dayClip7--01769.jpg,green
data\lisa\train\green\dayClip7--01770.jpg,green
data\lisa\train\green\dayClip7--01771.jpg,green
data\lisa\train\green\dayClip7--01772.jpg,green
data\lisa\train\green\dayClip7--01773.jpg,green
data\lisa\train\green\dayClip7--01774.jpg,green
data\lisa\train\green\dayClip7--01775.jpg,green
data\lisa\train\green\dayClip7--01776.jpg,green
data\lisa\train\green\dayClip7--01777.jpg,green
data\lisa\train\green\dayClip7--01778.jpg,green
data\lisa\train\green\dayClip7--01779.jpg,green
data\lisa\train\green\dayClip7--01780.jpg,green
data\lisa\train\green\dayClip7--01781.jpg,green
data\lisa\train\green\dayClip7--01782.jpg,green
data\lisa\train\green\dayClip7--01783.jpg,green
data\lisa\train\green\dayClip7--01784.jpg,green
data\lisa\train\green\dayClip7--01785.jpg,green
data\lisa\train\green\dayClip7--01786.jpg,green
data\lisa\train\green\dayClip7--01787.jpg,green
data\lisa\train\green\dayClip7--01788.jpg,green
data\lisa\train\green\dayClip7--01789.jpg,green
data\lisa\train\green\dayClip7--01790.jpg,green
data\lisa\train\green\dayClip7--01791.jpg,green
data\lisa\train\green\dayClip7--01792.jpg,green
data\lisa\train\green\dayClip7--01793.jpg,green
data\lisa\train\green\dayClip7--01794.jpg,green
data\lisa\train\green\dayClip7--01795.jpg,green
data\lisa\train\green\dayClip7--01796.jpg,green
data\lisa\train\green\dayClip7--01797.jpg,green
data\lisa\train\green\dayClip7--01798.jpg,green
data\lisa\train\green\dayClip7--01799.jpg,green
data\lisa\train\green\dayClip7--01800.jpg,green
data\lisa\train\green\dayClip7--01801.jpg,green
data\lisa\train\green\dayClip7--01802.jpg,green
data\lisa\train\green\dayClip7--01803.jpg,green
data\lisa\train\green\dayClip7--01804.jpg,green
data\lisa\train\green\dayClip7--01805.jpg,green
data\lisa\train\green\dayClip7--01806.jpg,green
data\lisa\train\green\dayClip7--01807.jpg,green
data\lisa\train\green\dayClip7--01808.jpg,green
data\lisa\train\green\dayClip7--01809.jpg,green
data\lisa\train\green\dayClip7--01810.jpg,green
data\lisa\train\green\dayClip7--01811.jpg,green
data\lisa\train\green\dayClip7--01812.jpg,green
data\lisa\train\green\dayClip7--01813.jpg,green
data\lisa\train\green\dayClip7--01814.jpg,green
data\lisa\train\green\dayClip7--01815.jpg,green
data\lisa\train\green\dayClip7--01816.jpg,green
data\lisa\train\green\dayClip7--01817.jpg,green
data\lisa\train\green\dayClip7--01818.jpg,green
data\lisa\train\green\dayClip7--01819.jpg,green
data\lisa\train\green\dayClip7--01820.jpg,green
data\lisa\train\green\dayClip7--01821.jpg,green
data\lisa\train\green\dayClip7--01822.jpg,green
data\lisa\train\green\dayClip7--01823.jpg,green
data\lisa\train\green\dayClip7--01824.jpg,green
data\lisa\train\green\dayClip7--01825.jpg,green
data\lisa\train\green\dayClip7--01826.jpg,green
data\lisa\train\green\dayClip7--01827.jpg,green
data\lisa\train\green\dayClip7--01828.jpg,green
data\lisa\train\green\dayClip7--01829.jpg,green
data\lisa\train\green\dayClip7--01830.jpg,green
data\lisa\train\green\dayClip7--01831.jpg,green
data\lisa\train\green\dayClip7--01832.jpg,green
data\lisa\train\green\dayClip7--01833.jpg,green
data\lisa\train\green\dayClip7--01834.jpg,green
data\lisa\train\green\dayClip7--01835.jpg,green
data\lisa\train\green\dayClip7--01836.jpg,green
data\lisa\train\green\dayClip7--01837.jpg,green
data\lisa\train\green\dayClip7--01838.jpg,green
data\lisa\train\green\dayClip7--01839.jpg,green
data\lisa\train\green\dayClip7--01840.jpg,green
data\lisa\train\green\dayClip7--01841.jpg,green
data\lisa\train\green\dayClip7--01842.jpg,green
data\lisa\train\green\dayClip7--01843.jpg,green
data\lisa\train\green\dayClip7--01844.jpg,green
data\lisa\train\green\dayClip7--01845.jpg,green
data\lisa\train\green\dayClip7--01846.jpg,green
data\lisa\train\green\dayClip7--01847.jpg,green
data\lisa\train\green\dayClip7--01848.jpg,green
data\lisa\train\green\dayClip7--01849.jpg,green
data\lisa\train\green\dayClip7--01850.jpg,green
data\lisa\train\green\dayClip7--01851.jpg,green
data\lisa\train\green\dayClip7--01852.jpg,green
data\lisa\train\green\dayClip7--01853.jpg,green
data\lisa\train\green\dayClip7--01854.jpg,green
data\lisa\train\green\dayClip7--01855.jpg,green
data\lisa\train\green\dayClip7--01856.jpg,green
data\lisa\train\green\dayClip7--01857.jpg,green
data\lisa\train\green\dayClip7--01858.jpg,green
data\lisa\train\green\dayClip7--01859.jpg,green
data\lisa\train\green\dayClip7--01860.jpg,green
data\lisa\train\green\dayClip7--01861.jpg,green
data\lisa\train\green\dayClip7--01862.jpg,green
data\lisa\train\green\dayClip7--01863.jpg,green
data\lisa\train\green\dayClip7--01864.jpg,green
data\lisa\train\green\dayClip7--01865.jpg,green
data\lisa\train\green\dayClip7--01866.jpg,green
data\lisa\train\green\dayClip7--01867.jpg,green
data\lisa\train\green\dayClip7--01868.jpg,green
data\lisa\train\green\dayClip7--01869.jpg,green
data\lisa\train\green\dayClip7--01870.jpg,green
data\lisa\train\green\dayClip7--01871.jpg,green
data\lisa\train\green\dayClip7--01872.jpg,green
data\lisa\train\green\dayClip7--01873.jpg,green
data\lisa\train\green\dayClip7--01874.jpg,green
data\lisa\train\green\dayClip7--01875.jpg,green
data\lisa\train\green\dayClip7--01876.jpg,green
data\lisa\train\green\dayClip7--01877.jpg,green
data\lisa\train\green\dayClip7--01878.jpg,green
data\lisa\train\green\dayClip7--01879.jpg,green
data\lisa\train\green\dayClip7--01880.jpg,green
data\lisa\train\green\dayClip7--01881.jpg,green
data\lisa\train\green\dayClip7--01882.jpg,green
data\lisa\train\green\dayClip7--01883.jpg,green
data\lisa\train\green\dayClip7--01884.jpg,green
data\lisa\train\green\dayClip7--01885.jpg,green
data\lisa\train\green\dayClip7--01886.jpg,green
data\lisa\train\green\dayClip7--01887.jpg,green
data\lisa\train\green\dayClip7--01888.jpg,green
data\lisa\train\green\dayClip7--01889.jpg,green
data\lisa\train\green\dayClip7--01890.jpg,green
data\lisa\train\green\dayClip7--01891.jpg,green
data\lisa\train\green\dayClip7--01892.jpg,green
data\lisa\train\green\dayClip7--01893.jpg,green
data\lisa\train\green\dayClip7--01894.jpg,green
data\lisa\train\green\dayClip7--01895.jpg,green
data\lisa\train\green\dayClip7--01896.jpg,green
data\lisa\train\green\dayClip7--01897.jpg,green
data\lisa\train\green\dayClip7--01898.jpg,green
data\lisa\train\green\dayClip7--01899.jpg,green
data\lisa\train\green\dayClip7--01900.jpg,green
data\lisa\train\green\dayClip7--01901.jpg,green
data\lisa\train\green\dayClip7--01902.jpg,green
data\lisa\train\green\dayClip7--01903.jpg,green
data\lisa\train\green\dayClip7--01904.jpg,green
data\lisa\train\green\dayClip7--01905.jpg,green
data\lisa\train\green\dayClip7--01906.jpg,green
data\lisa\train\green\dayClip7--01907.jpg,green
data\lisa\train\green\dayClip7--01908.jpg,green
data\lisa\train\green\dayClip7--01909.jpg,green
data\lisa\train\green\dayClip7--01910.jpg,green
data\lisa\train\green\dayClip7--01912.jpg,green
data\lisa\train\green\dayClip7--01913.jpg,green
data\lisa\train\green\dayClip7--01914.jpg,green
data\lisa\train\green\dayClip7--01915.jpg,green
data\lisa\train\green\dayClip7--01916.jpg,green
data\lisa\train\green\dayClip7--01917.jpg,green
data\lisa\train\green\dayClip7--01918.jpg,green
data\lisa\train\green\dayClip7--01919.jpg,green
data\lisa\train\green\dayClip7--01920.jpg,green
data\lisa\train\green\dayClip7--01921.jpg,green
data\lisa\train\green\dayClip7--01922.jpg,green
data\lisa\train\green\dayClip7--01923.jpg,green
data\lisa\train\green\dayClip7--01924.jpg,green
data\lisa\train\green\dayClip7--01925.jpg,green
data\lisa\train\green\dayClip7--01926.jpg,green
data\lisa\train\green\dayClip7--01927.jpg,green
data\lisa\train\green\dayClip7--01928.jpg,green
data\lisa\train\green\dayClip7--01929.jpg,green
data\lisa\train\green\dayClip7--01930.jpg,green
data\lisa\train\green\dayClip7--01931.jpg,green
data\lisa\train\green\dayClip7--01932.jpg,green
data\lisa\train\green\dayClip7--01933.jpg,green
data\lisa\train\green\dayClip7--01934.jpg,green
data\lisa\train\green\dayClip7--01935.jpg,green
data\lisa\train\green\dayClip7--01936.jpg,green
data\lisa\train\green\dayClip7--01937.jpg,green
data\lisa\train\green\dayClip7--01938.jpg,green
data\lisa\train\green\dayClip7--01939.jpg,green
data\lisa\train\green\dayClip7--01940.jpg,green
data\lisa\train\green\dayClip7--01941.jpg,green
data\lisa\train\green\dayClip7--01942.jpg,green
data\lisa\train\green\dayClip7--01943.jpg,green
data\lisa\train\green\dayClip7--01944.jpg,green
data\lisa\train\green\dayClip7--01945.jpg,green
data\lisa\train\green\dayClip7--01946.jpg,green
data\lisa\train\green\dayClip7--01947.jpg,green
data\lisa\train\green\dayClip7--01948.jpg,green
data\lisa\train\green\dayClip7--01949.jpg,green
data\lisa\train\green\dayClip7--01950.jpg,green
data\lisa\train\green\dayClip7--01951.jpg,green
data\lisa\train\green\dayClip7--01952.jpg,green
data\lisa\train\green\dayClip7--01953.jpg,green
data\lisa\train\green\dayClip7--01954.jpg,green
data\lisa\train\green\dayClip7--01955.jpg,green
data\lisa\train\green\dayClip7--01956.jpg,green
data\lisa\train\green\dayClip7--01957.jpg,green
data\lisa\train\green\dayClip7--01958.jpg,green
data\lisa\train\green\dayClip7--01959.jpg,green
data\lisa\train\green\dayClip7--01960.jpg,green
data\lisa\train\green\dayClip7--01961.jpg,green
data\lisa\train\green\dayClip7--01962.jpg,green
data\lisa\train\green\dayClip7--01963.jpg,green
data\lisa\train\green\dayClip7--01964.jpg,green
data\lisa\train\green\dayClip7--01965.jpg,green
data\lisa\train\green\dayClip7--01966.jpg,green
data\lisa\train\green\dayClip7--01967.jpg,green
data\lisa\train\green\dayClip7--01968.jpg,green
data\lisa\train\green\dayClip7--01969.jpg,green
data\lisa\train\green\dayClip7--01970.jpg,green
data\lisa\train\green\dayClip7--01971.jpg,green
data\lisa\train\green\dayClip7--01972.jpg,green
data\lisa\train\green\dayClip7--01973.jpg,green
data\lisa\train\green\dayClip7--01974.jpg,green
data\lisa\train\green\dayClip7--01975.jpg,green
data\lisa\train\green\dayClip7--01976.jpg,green
data\lisa\train\green\dayClip7--01977.jpg,green
data\lisa\train\green\dayClip7--01978.jpg,green
data\lisa\train\green\dayClip7--01979.jpg,green
data\lisa\train\green\dayClip7--01980.jpg,green
data\lisa\train\green\dayClip7--01981.jpg,green
data\lisa\train\green\dayClip7--01982.jpg,green
data\lisa\train\green\dayClip7--01983.jpg,green
data\lisa\train\green\dayClip7--01984.jpg,green
data\lisa\train\green\dayClip7--01985.jpg,green
data\lisa\train\green\dayClip7--01986.jpg,green
data\lisa\train\green\dayClip7--01987.jpg,green
data\lisa\train\green\dayClip7--01988.jpg,green
data\lisa\train\green\dayClip7--01989.jpg,green
data\lisa\train\green\dayClip7--01990.jpg,green
data\lisa\train\green\dayClip7--01991.jpg,green
data\lisa\train\green\dayClip7--01992.jpg,green
data\lisa\train\green\dayClip7--01993.jpg,green
data\lisa\train\green\dayClip7--01994.jpg,green
data\lisa\train\green\dayClip7--01995.jpg,green
data\lisa\train\green\dayClip7--01996.jpg,green
data\lisa\train\green\dayClip7--01997.jpg,green
data\lisa\train\green\dayClip7--01998.jpg,green
data\lisa\train\green\dayClip7--01999.jpg,green
data\lisa\train\green\dayClip7--02000.jpg,green
data\lisa\train\green\dayClip7--02001.jpg,green
data\lisa\train\green\dayClip7--02002.jpg,green
data\lisa\train\green\dayClip7--02003.jpg,green
data\lisa\train\green\dayClip7--02004.jpg,green
data\lisa\train\green\dayClip7--02005.jpg,green
data\lisa\train\green\dayClip7--02006.jpg,green
data\lisa\train\green\dayClip7--02007.jpg,green
data\lisa\train\green\dayClip7--02008.jpg,green
data\lisa\train\green\dayClip7--02009.jpg,green
data\lisa\train\green\dayClip7--02010.jpg,green
data\lisa\train\green\dayClip7--02011.jpg,green
data\lisa\train\green\dayClip7--02012.jpg,green
data\lisa\train\green\dayClip7--02013.jpg,green
data\lisa\train\green\dayClip7--02014.jpg,green
data\lisa\train\green\dayClip7--02015.jpg,green
data\lisa\train\green\dayClip7--02016.jpg,green
data\lisa\train\green\dayClip7--02017.jpg,green
data\lisa\train\green\dayClip7--02018.jpg,green
data\lisa\train\green\dayClip7--02019.jpg,green
data\lisa\train\green\dayClip7--02020.jpg,green
data\lisa\train\green\dayClip7--02021.jpg,green
data\lisa\train\green\dayClip7--02022.jpg,green
data\lisa\train\green\dayClip7--02023.jpg,green
data\lisa\train\green\dayClip7--02024.jpg,green
data\lisa\train\green\dayClip7--02025.jpg,green
data\lisa\train\green\dayClip7--02026.jpg,green
data\lisa\train\green\dayClip7--02027.jpg,green
data\lisa\train\green\dayClip7--02028.jpg,green
data\lisa\train\green\dayClip7--02029.jpg,green
data\lisa\train\green\dayClip7--02030.jpg,green
data\lisa\train\green\dayClip7--02031.jpg,green
data\lisa\train\green\dayClip7--02032.jpg,green
data\lisa\train\green\dayClip7--02033.jpg,green
data\lisa\train\green\dayClip7--02034.jpg,green
data\lisa\train\green\dayClip7--02035.jpg,green
data\lisa\train\green\dayClip7--02036.jpg,green
data\lisa\train\green\dayClip7--02037.jpg,green
data\lisa\train\green\dayClip7--02038.jpg,green
data\lisa\train\green\dayClip7--02039.jpg,green
data\lisa\train\green\dayClip7--02040.jpg,green
data\lisa\train\green\dayClip7--02041.jpg,green
data\lisa\train\green\dayClip7--02042.jpg,green
data\lisa\train\green\dayClip7--02043.jpg,green
data\lisa\train\green\dayClip7--02044.jpg,green
data\lisa\train\green\dayClip7--02045.jpg,green
data\lisa\train\green\dayClip7--02046.jpg,green
data\lisa\train\green\dayClip7--02047.jpg,green
data\lisa\train\green\dayClip7--02048.jpg,green
data\lisa\train\green\dayClip7--02049.jpg,green
data\lisa\train\green\dayClip7--02050.jpg,green
data\lisa\train\green\dayClip7--02051.jpg,green
data\lisa\train\green\dayClip7--02052.jpg,green
data\lisa\train\green\dayClip7--02053.jpg,green
data\lisa\train\green\dayClip7--02054.jpg,green
data\lisa\train\green\dayClip7--02055.jpg,green
data\lisa\train\green\dayClip7--02056.jpg,green
data\lisa\train\green\dayClip7--02057.jpg,green
data\lisa\train\green\dayClip7--02058.jpg,green
data\lisa\train\green\dayClip7--02059.jpg,green
data\lisa\train\green\dayClip7--02060.jpg,green
data\lisa\train\green\dayClip7--02061.jpg,green
data\lisa\train\green\dayClip7--02062.jpg,green
data\lisa\train\green\dayClip7--02063.jpg,green
data\lisa\train\green\dayClip7--02064.jpg,green
data\lisa\train\green\dayClip7--02065.jpg,green
data\lisa\train\green\dayClip7--02066.jpg,green
data\lisa\train\green\dayClip7--02067.jpg,green
data\lisa\train\green\dayClip7--02068.jpg,green
data\lisa\train\green\dayClip7--02069.jpg,green
data\lisa\train\green\dayClip7--02070.jpg,green
data\lisa\train\green\dayClip7--02071.jpg,green
data\lisa\train\green\dayClip7--02072.jpg,green
data\lisa\train\green\dayClip7--02073.jpg,green
data\lisa\train\green\dayClip7--02074.jpg,green
data\lisa\train\green\dayClip7--02075.jpg,green
data\lisa\train\green\dayClip7--02076.jpg,green
data\lisa\train\green\dayClip7--02077.jpg,green
data\lisa\train\green\dayClip7--02078.jpg,green
data\lisa\train\green\dayClip7--02079.jpg,green
data\lisa\train\green\dayClip7--02080.jpg,green
data\lisa\train\green\dayClip7--02081.jpg,green
data\lisa\train\green\dayClip7--02082.jpg,green
data\lisa\train\green\dayClip7--02083.jpg,green
data\lisa\train\green\dayClip7--02084.jpg,green
data\lisa\train\green\dayClip7--02085.jpg,green
data\lisa\train\green\dayClip7--02086.jpg,green
data\lisa\train\green\dayClip7--02087.jpg,green
data\lisa\train\green\dayClip7--02088.jpg,green
data\lisa\train\green\dayClip7--02089.jpg,green
data\lisa\train\green\dayClip7--02090.jpg,green
data\lisa\train\green\dayClip7--02091.jpg,green
data\lisa\train\green\dayClip7--02092.jpg,green
data\lisa\train\green\dayClip7--02093.jpg,green
data\lisa\train\green\dayClip7--02094.jpg,green
data\lisa\train\green\dayClip7--02095.jpg,green
data\lisa\train\green\dayClip7--02096.jpg,green
data\lisa\train\green\dayClip7--02097.jpg,green
data\lisa\train\green\dayClip7--02098.jpg,green
data\lisa\train\green\dayClip7--02099.jpg,green
data\lisa\train\green\dayClip7--02100.jpg,green
data\lisa\train\green\dayClip7--02101.jpg,green
data\lisa\train\green\dayClip7--02102.jpg,green
data\lisa\train\green\dayClip7--02103.jpg,green
data\lisa\train\green\dayClip7--02104.jpg,green
data\lisa\train\green\dayClip7--02105.jpg,green
data\lisa\train\green\dayClip7--02106.jpg,green
data\lisa\train\green\dayClip7--02107.jpg,green
data\lisa\train\green\dayClip7--02108.jpg,green
data\lisa\train\green\dayClip7--02109.jpg,green
data\lisa\train\green\dayClip7--02110.jpg,green
data\lisa\train\green\dayClip7--02111.jpg,green
data\lisa\train\green\dayClip7--02112.jpg,green
data\lisa\train\green\dayClip7--02113.jpg,green
data\lisa\train\green\dayClip7--02114.jpg,green
data\lisa\train\green\dayClip7--02115.jpg,green
data\lisa\train\green\dayClip7--02116.jpg,green
data\lisa\train\green\dayClip7--02117.jpg,green
data\lisa\train\green\dayClip7--02118.jpg,green
data\lisa\train\green\dayClip7--02119.jpg,green
data\lisa\train\green\dayClip7--02120.jpg,green
data\lisa\train\green\dayClip7--02121.jpg,green
data\lisa\train\green\dayClip7--02122.jpg,green
data\lisa\train\green\dayClip7--02123.jpg,green
data\lisa\train\green\dayClip7--02124.jpg,green
data\lisa\train\green\dayClip7--02125.jpg,green
data\lisa\train\green\dayClip7--02126.jpg,green
data\lisa\train\green\dayClip7--02127.jpg,green
data\lisa\train\green\dayClip7--02128.jpg,green
data\lisa\train\green\dayClip7--02129.jpg,green
data\lisa\train\green\dayClip7--02130.jpg,green
data\lisa\train\green\dayClip7--02131.jpg,green
data\lisa\train\green\dayClip7--02132.jpg,green
data\lisa\train\green\dayClip7--02133.jpg,green
data\lisa\train\green\dayClip7--02134.jpg,green
data\lisa\train\green\dayClip7--02135.jpg,green
data\lisa\train\green\dayClip7--02136.jpg,green
data\lisa\train\green\dayClip7--02137.jpg,green
data\lisa\train\green\dayClip7--02138.jpg,green
data\lisa\train\green\dayClip7--02139.jpg,green
data\lisa\train\green\dayClip7--02140.jpg,green
data\lisa\train\green\dayClip7--02141.jpg,green
data\lisa\train\green\dayClip7--02142.jpg,green
data\lisa\train\green\dayClip7--02143.jpg,green
data\lisa\train\green\dayClip7--02144.jpg,green
data\lisa\train\green\dayClip7--02145.jpg,green
data\lisa\train\green\dayClip7--02146.jpg,green
data\lisa\train\green\dayClip7--02147.jpg,green
data\lisa\train\green\dayClip7--02148.jpg,green
data\lisa\train\green\dayClip7--02149.jpg,green
data\lisa\train\green\dayClip7--02150.jpg,green
data\lisa\train\green\dayClip7--02151.jpg,green
data\lisa\train\green\dayClip7--02152.jpg,green
data\lisa\train\green\dayClip7--02153.jpg,green
data\lisa\train\green\dayClip7--02154.jpg,green
data\lisa\train\green\dayClip7--02155.jpg,green
data\lisa\train\green\dayClip7--02156.jpg,green
data\lisa\train\green\dayClip7--02157.jpg,green
data\lisa\train\green\dayClip7--02158.jpg,green
data\lisa\train\green\dayClip7--02159.jpg,green
data\lisa\train\green\dayClip7--02160.jpg,green
data\lisa\train\green\dayClip7--02161.jpg,green
data\lisa\train\green\dayClip7--02162.jpg,green
data\lisa\train\green\dayClip7--02163.jpg,green
data\lisa\train\green\dayClip7--02164.jpg,green
data\lisa\train\green\dayClip7--02165.jpg,green
data\lisa\train\green\dayClip7--02166.jpg,green
data\lisa\train\green\dayClip7--02167.jpg,green
data\lisa\train\green\dayClip7--02168.jpg,green
data\lisa\train\green\dayClip7--02169.jpg,green
data\lisa\train\green\dayClip7--02170.jpg,green
data\lisa\train\green\dayClip7--02171.jpg,green
data\lisa\train\green\dayClip7--02172.jpg,green
data\lisa\train\green\dayClip7--02173.jpg,green
data\lisa\train\green\dayClip7--02174.jpg,green
data\lisa\train\green\dayClip7--02175.jpg,green
data\lisa\train\green\dayClip7--02176.jpg,green
data\lisa\train\green\dayClip7--02177.jpg,green
data\lisa\train\green\dayClip7--02178.jpg,green
data\lisa\train\green\dayClip7--02179.jpg,green
data\lisa\train\green\dayClip7--02180.jpg,green
data\lisa\train\green\dayClip7--02181.jpg,green
data\lisa\train\green\dayClip7--02182.jpg,green
data\lisa\train\green\dayClip7--02183.jpg,green
data\lisa\train\green\dayClip7--02184.jpg,green
data\lisa\train\green\dayClip7--02185.jpg,green
data\lisa\train\green\dayClip7--02186.jpg,green
data\lisa\train\green\dayClip7--02187.jpg,green
data\lisa\train\green\dayClip7--02188.jpg,green
data\lisa\train\green\dayClip7--02189.jpg,green
data\lisa\train\green\dayClip7--02190.jpg,green
data\lisa\train\green\dayClip7--02191.jpg,green
data\lisa\train\green\dayClip7--02192.jpg,green
data\lisa\train\green\dayClip7--02193.jpg,green
data\lisa\train\green\dayClip7--02194.jpg,green
data\lisa\train\green\dayClip7--02195.jpg,green
data\lisa\train\green\dayClip7--02196.jpg,green
data\lisa\train\green\dayClip7--02197.jpg,green
data\lisa\train\green\dayClip7--02198.jpg,green
data\lisa\train\green\dayClip7--02199.jpg,green
data\lisa\train\green\dayClip7--02200.jpg,green
data\lisa\train\green\dayClip7--02201.jpg,green
data\lisa\train\green\dayClip7--02202.jpg,green
data\lisa\train\green\dayClip7--02203.jpg,green
data\lisa\train\green\dayClip7--02204.jpg,green
data\lisa\train\green\dayClip7--02205.jpg,green
data\lisa\train\green\dayClip7--02206.jpg,green
data\lisa\train\green\dayClip7--02207.jpg,green
data\lisa\train\green\dayClip7--02208.jpg,green
data\lisa\train\green\dayClip7--02209.jpg,green
data\lisa\train\green\dayClip7--02210.jpg,green
data\lisa\train\green\dayClip7--02211.jpg,green
data\lisa\train\green\dayClip7--02212.jpg,green
data\lisa\train\green\dayClip7--02213.jpg,green
data\lisa\train\green\dayClip7--02214.jpg,green
data\lisa\train\green\dayClip7--02215.jpg,green
data\lisa\train\green\dayClip7--02216.jpg,green
data\lisa\train\green\dayClip7--02217.jpg,green
data\lisa\train\green\dayClip7--02218.jpg,green
data\lisa\train\green\dayClip7--02219.jpg,green
data\lisa\train\green\dayClip7--02220.jpg,green
data\lisa\train\green\dayClip7--02221.jpg,green
data\lisa\train\green\dayClip7--02222.jpg,green
data\lisa\train\green\dayClip7--02223.jpg,green
data\lisa\train\green\dayClip7--02224.jpg,green
data\lisa\train\green\dayClip7--02225.jpg,green
data\lisa\train\green\dayClip7--02226.jpg,green
data\lisa\train\green\dayClip7--02227.jpg,green
data\lisa\train\green\dayClip7--02228.jpg,green
data\lisa\train\green\dayClip7--02229.jpg,green
data\lisa\train\green\dayClip7--02230.jpg,green
data\lisa\train\green\dayClip7--02231.jpg,green
data\lisa\train\green\dayClip7--02232.jpg,green
data\lisa\train\green\dayClip7--02233.jpg,green
data\lisa\train\green\dayClip7--02234.jpg,green
data\lisa\train\green\dayClip7--02235.jpg,green
data\lisa\train\green\dayClip7--02236.jpg,green
data\lisa\train\green\dayClip7--02237.jpg,green
data\lisa\train\green\dayClip7--02238.jpg,green
data\lisa\train\green\dayClip7--02239.jpg,green
data\lisa\train\green\dayClip7--02240.jpg,green
data\lisa\train\green\dayClip7--02241.jpg,green
data\lisa\train\green\dayClip7--02242.jpg,green
data\lisa\train\green\dayClip7--02243.jpg,green
data\lisa\train\green\dayClip7--02244.jpg,green
data\lisa\train\green\dayClip7--02245.jpg,green
data\lisa\train\green\dayClip7--02246.jpg,green
data\lisa\train\green\dayClip7--02247.jpg,green
data\lisa\train\green\dayClip7--02248.jpg,green
data\lisa\train\green\dayClip7--02249.jpg,green
data\lisa\train\green\dayClip7--02250.jpg,green
data\lisa\train\green\dayClip7--02251.jpg,green
data\lisa\train\green\dayClip7--02252.jpg,green
data\lisa\train\green\dayClip7--02253.jpg,green
data\lisa\train\green\dayClip7--02254.jpg,green
data\lisa\train\green\dayClip7--02255.jpg,green
data\lisa\train\green\dayClip7--02256.jpg,green
data\lisa\train\green\dayClip7--02257.jpg,green
data\lisa\train\green\dayClip7--02258.jpg,green
data\lisa\train\green\dayClip7--02259.jpg,green
data\lisa\train\green\dayClip7--02260.jpg,green
data\lisa\train\green\dayClip7--02261.jpg,green
data\lisa\train\green\dayClip7--02262.jpg,green
data\lisa\train\green\dayClip7--02263.jpg,green
data\lisa\train\green\dayClip7--02264.jpg,green
data\lisa\train\green\dayClip7--02265.jpg,green
data\lisa\train\green\dayClip7--02266.jpg,green
data\lisa\train\green\dayClip7--02267.jpg,green
data\lisa\train\green\dayClip7--02268.jpg,green
data\lisa\train\green\dayClip7--02269.jpg,green
data\lisa\train\green\dayClip7--02270.jpg,green
data\lisa\train\green\dayClip7--02271.jpg,green
data\lisa\train\green\dayClip7--02272.jpg,green
data\lisa\train\green\dayClip7--02273.jpg,green
data\lisa\train\green\dayClip7--02274.jpg,green
data\lisa\train\green\dayClip7--02275.jpg,green
data\lisa\train\green\dayClip7--02276.jpg,green
